Accession Code (sample#),Lake Name, DEC Code,Date,Z max (m),Sample Type,Sample Z (m),Sample Layer,Secchi (m),Conductivity (umhos),pH air eq,ANC (ueq/L),NH4-N (ug N/L),NH4+ (mg/L),NH4+ (ueq/L),DIC (mg/L),DOC (mg/L),F (mg/L),Cl (mg/L),Cl (ueq/L),NO3-N (mg N/L),NO3- (mg/L),NO3- (ueq/L),SO4-S (mg S/L),SO4-- (mg/L),SO4-- (ueq/L),Total P (ug/L),MRP    (ug P/L),TFP (ug/L),TN (mg/L),Chla (ug/L),Si (mg/l),Dissolved Silica SiO2 (mg/l),Na (mg/L),Na (ueq/L),K (mg/L),K (ueq/L),Fe (mg/L),Mg (mg/L),Mg (ueq/L),Ca (mg/L),Ca (ueq/L),Total Al (ug/L),Total mono Al (ug/L),Nonlabile mono Al (ug/L),Labile mono Ali (ug/L),Hydrologic Type,Watershed,Watershed area (ha),lake volume (m3),WA/SA ratio,surface area (ha),surface area (m2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9846719,Big Moose,040752,17-Aug-98,22.50,G,21.00,Yh,3.70,34.20,5.59,3.16,80.24,0.10,5.68,2.22,3.89,0.15,0.47,13.16,0.07,0.31,4.96,2.85,8.55,171.00,7.88,2.72,3.30,0.65,0.97,2.18,4.67,0.61,26.02,0.31,7.68,0.41,0.26,20.99,1.89,92.43,,117.20,31.75,85.45,TDL,black,9643.70,N/A,18.84,511.90,5119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9946146,Big Moose,040752,30-Jun-99,18.00,G,17.00,Yh,6.20,22.90,5.35,-2.97,41.94,0.05,2.97,2.04,3.35,0.03,0.31,8.68,0.30,1.33,21.26,1.38,4.14,82.80,1.93,2.16,1.82,0.54,0.30,2.14,4.57,0.57,24.47,0.34,8.43,0.34,0.28,22.96,1.61,78.89,38.69,94.34,28.77,65.58,TDL,black,9643.70,N/A,18.84,511.90,5119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9946220,Big Moose,040752,24-Aug-99,19.00,G,17.00,Yh,5.20,18.60,5.50,8.60,60.06,0.08,4.25,,2.05,0.08,0.35,9.80,0.28,1.24,19.84,1.46,4.38,87.60,4.87,2.38,4.44,0.56,0.50,2.05,4.38,0.58,24.90,0.36,9.03,0.46,0.28,23.21,1.41,69.14,200.81,92.49,30.70,61.79,TDL,black,9643.70,N/A,18.84,511.90,5119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10046549,Big Moose,040752,19-Jul-00,21.60,G,21.00,Yh,3.50,18.30,5.57,7.16,49.98,0.06,3.54,2.11,2.84,0.06,0.34,9.60,0.25,1.11,17.72,1.48,4.44,88.74,5.37,0.50,1.57,0.53,0.52,2.12,4.54,0.52,22.32,0.33,8.23,0.25,0.27,21.89,1.71,83.59,278.74,94.24,33.80,60.44,TDL,black,9643.70,N/A,18.84,511.90,5119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10046622,Big Moose,040752,23-Aug-00,22.50,G,21.00,Yh,4.40,,,,101.98,0.13,7.21,2.93,,0.06,0.34,9.58,0.23,1.03,16.51,1.48,4.43,88.50,4.90,6.63,,0.45,0.46,2.03,4.34,0.57,24.38,0.37,9.18,0.60,0.24,19.60,1.77,86.53,269.83,102.55,35.76,66.79,TDL,black,9643.70,N/A,18.84,511.90,5119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10146057,Big Moose,040752,18-Jul-01,22.50,G,21.00,Yh,5.10,16.00,5.69,11.81,74.32,0.10,5.26,1.94,3.79,0.05,0.53,14.76,0.27,1.18,18.92,1.33,3.99,79.86,5.28,3.58,1.47,0.61,0.23,1.85,3.96,0.57,24.34,0.33,8.15,0.61,0.24,19.60,1.53,74.73,247.54,90.92,9.17,81.75,TDL,black,9643.70,N/A,18.84,511.90,5119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10146136,Big Moose,040752,8-Aug-01,21.30,G,19.00,Yh,6.50,17.90,5.92,16.60,89.68,0.12,6.34,3.10,3.30,0.04,0.64,17.78,0.28,1.24,19.91,1.32,3.96,79.26,7.97,1.12,1.86,0.70,0.64,1.90,4.07,0.51,21.80,0.32,7.88,0.86,0.25,20.75,1.46,71.69,281.17,97.22,10.42,86.80,TDL,black,9643.70,N/A,18.84,511.90,5119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10246057,Big Moose,040752,14-Aug-02,21.20,G,20.00,Yh,6.20,18.30,5.65,13.58,69.31,0.09,4.90,1.86,2.86,0.06,0.42,11.79,0.25,1.12,18.00,1.40,4.21,84.18,7.32,5.78,5.21,0.55,0.02,2.47,5.29,0.57,24.51,0.30,7.58,0.66,0.25,20.58,1.58,77.57,349.97,108.63,37.30,71.33,TDL,black,9643.70,N/A,18.84,511.90,5119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10246139,Big Moose,040752,17-Sep-02,21.30,G,20.00,Yh,7.00,18.00,5.73,-0.11,111.81,0.14,7.91,3.06,3.03,0.07,0.36,9.94,0.23,1.01,16.23,1.42,4.27,85.38,6.75,2.32,2.08,0.69,0.15,2.35,5.03,0.57,24.30,0.29,7.35,1.03,0.26,21.16,1.48,72.52,349.43,87.85,28.31,59.54,TDL,black,9643.70,N/A,18.84,511.90,5119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10346059,Big Moose,040752,16-Jul-03,22.00,G,21.00,Yh,4.80,17.30,5.63,11.22,66.60,0.09,4.71,,2.98,0.06,0.54,14.98,0.34,1.49,23.81,1.47,4.41,88.14,6.11,1.27,1.37,0.57,0.35,2.06,4.41,0.60,25.71,0.32,8.05,0.25,0.26,20.99,1.69,82.61,264.57,103.13,24.17,78.96,TDL,black,9643.70,N/A,18.84,511.90,5119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10346146,Big Moose,040752,13-Aug-03,,G,,Yh,,24.50,5.66,10.94,75.24,0.10,5.32,2.45,2.75,0.06,0.31,8.74,0.31,1.36,21.83,1.43,4.30,86.04,5.38,0.50,1.50,0.53,0.22,2.12,4.54,0.59,25.41,0.32,7.88,0.36,0.24,19.84,1.86,90.94,263.49,97.49,18.57,78.92,TDL,black,9643.70,N/A,18.84,511.90,5119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10346179,Big Moose,040752,5-Sep-03,20.00,G,18.00,Yh,4.30,19.10,5.78,10.00,94.28,0.12,6.67,,3.24,0.04,0.70,19.57,0.31,1.37,21.90,1.53,4.59,91.74,4.52,1.01,1.94,0.59,0.37,2.15,4.60,0.78,33.67,0.34,8.48,0.36,0.25,20.50,1.62,79.18,281.17,96.27,20.09,76.18,TDL,black,9643.70,N/A,18.84,511.90,5119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10446060,Big Moose,040752,7-Jul-04,22.50,G,21.00,Yh,4.70,16.60,5.56,14.26,71.27,0.09,5.04,1.75,2.86,0.05,0.36,10.02,0.27,1.19,18.99,1.37,4.10,81.90,3.00,1.10,2.68,1.07,0.40,2.07,4.43,0.59,25.33,0.34,8.55,0.40,0.28,22.96,1.37,67.18,295.87,90.88,33.94,56.93,TDL,black,9643.70,N/A,18.84,511.90,5119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10446145,Big Moose,040752,10-Aug-04,24.00,G,21.00,Yh,4.50,14.90,5.73,17.99,,,,2.33,2.47,0.05,0.43,11.90,0.21,0.94,15.09,1.27,3.82,76.44,4.92,4.03,0.89,0.64,0.34,2.49,5.33,0.57,24.55,0.34,8.60,0.76,0.27,22.06,1.72,84.33,349.19,74.64,27.60,47.03,TDL,black,9643.70,N/A,18.84,511.90,5119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10546059,Big Moose,040752,20-Jul-05,23.30,G,22.00,Yh,4.10,18.40,5.79,17.88,90.30,0.12,6.39,1.94,2.25,0.05,0.44,12.29,0.24,1.05,16.87,1.21,3.63,72.60,5.23,0.50,1.59,0.58,0.55,2.16,4.62,0.69,29.58,0.37,9.15,0.70,0.26,20.99,1.47,71.83,309.27,76.50,32.73,43.77,TDL,black,9643.70,N/A,18.84,511.90,5119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10546145,Big Moose,040752,17-Aug-05,23.20,G,22.00,Yh,4.90,19.00,5.98,13.07,126.00,0.16,8.91,2.71,2.32,0.05,0.80,22.51,0.22,0.96,15.38,1.22,3.66,73.20,7.19,4.07,2.60,0.61,1.27,2.11,4.52,0.68,29.07,0.36,9.05,1.06,0.24,19.52,1.39,68.26,349.93,76.07,36.10,39.96,TDL,black,9643.70,N/A,18.84,511.90,5119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10646059,Big Moose,040752,17-Jul-06,22.60,G,21.00,Yh,3.95,18.80,5.74,6.37,81.00,0.10,5.73,2.06,2.25,0.05,0.49,13.58,0.20,0.90,14.39,1.32,3.96,79.20,6.19,2.82,1.45,0.47,0.48,2.09,4.47,0.61,26.10,0.29,7.33,0.64,0.24,20.01,1.54,75.36,321.24,71.05,21.83,49.22,TDL,black,9643.70,N/A,18.84,511.90,5119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10646145,Big Moose,040752,16-Aug-06,20.50,G,19.00,Yh,4.10,18.60,5.91,14.54,112.50,0.14,7.96,2.69,2.79,0.05,0.39,10.81,0.18,0.79,12.61,1.22,3.66,73.20,9.39,3.38,1.61,0.62,0.81,1.91,4.09,0.64,27.43,0.29,7.23,0.71,0.24,19.76,1.50,73.55,368.50,70.08,22.80,47.27,TDL,black,9643.70,N/A,18.84,511.90,5119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746023,Big Moose,040752,12-Jul-07,21.00,G,18.00,Yh,4.90,16.60,5.38,3.30,51.90,0.07,3.67,2.35,5.30,0.05,0.43,11.93,0.39,1.71,27.28,1.24,3.72,74.40,4.63,5.87,1.69,0.57,0.44,2.19,4.69,0.51,22.10,0.29,7.13,0.32,0.23,18.53,1.26,61.69,321.44,131.71,53.59,78.12,TDL,black,9643.70,N/A,18.84,511.90,5119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746065,Big Moose,040752,31-Jul-07,21.00,G,21.00,Yh,4.90,16.20,5.50,-13.08,63.60,0.08,4.50,2.58,2.28,0.03,0.44,12.18,0.29,1.27,20.34,1.03,3.09,61.80,7.31,4.77,0.50,0.61,0.34,2.06,4.41,0.53,22.75,0.31,7.85,0.45,0.21,16.81,1.25,61.15,345.46,129.20,52.59,76.61,TDL,black,9643.70,N/A,18.84,511.90,5119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10846024,Big Moose,040752,1-Jul-08,20.90,G,19.00,Yh,4.50,7.40,5.70,13.01,71.00,0.09,5.02,2.20,1.86,0.05,0.49,13.80,0.18,0.80,12.76,1.15,3.45,69.00,5.29,3.52,3.18,0.61,1.06,2.19,4.69,0.49,21.11,0.33,8.23,0.13,0.17,14.27,1.72,84.43,290.03,48.08,22.64,25.45,TDL,black,9643.70,N/A,18.84,511.90,5119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10846066,Big Moose,040752,4-Aug-08,20.50,G,19.00,Yh,3.00,13.00,5.86,10.77,175.00,0.23,12.38,,2.67,0.05,0.41,11.42,0.18,0.79,12.68,1.21,3.63,72.60,8.33,5.71,1.97,0.72,0.31,2.05,4.39,0.47,20.21,0.27,6.83,0.13,0.20,16.15,1.77,86.83,344.80,62.41,39.61,22.80,TDL,black,9643.70,N/A,18.84,511.90,5119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11046024,Big Moose,040752,8-Jul-10,21.00,G,19.00,Yh,2.80,16.80,6.25,24.24,125.00,0.16,8.84,2.13,3.42,0.05,1.53,42.84,0.12,0.54,8.65,1.18,3.54,70.80,9.07,4.07,0.64,0.42,0.72,1.93,4.13,0.68,29.41,0.26,6.40,0.41,0.18,14.76,0.97,47.43,263.29,38.99,19.27,19.73,TDL,black,9643.70,N/A,18.84,511.90,5119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11046067,Big Moose,040752,18-Aug-10,22.50,G,21.00,Yh,3.50,17.90,6.50,38.60,346.00,0.44,24.47,3.41,3.30,0.06,0.46,12.94,0.10,0.44,7.09,1.00,3.00,60.00,9.91,5.04,1.94,0.27,1.06,2.09,4.47,0.61,26.14,0.22,5.58,1.93,0.19,15.25,1.02,50.18,342.09,38.64,22.56,16.08,TDL,black,9643.70,N/A,18.84,511.90,5119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11146023,Big Moose,040752,12-Jul-11,21.5,G,20.0,Yh,2.8,9.5,5.83,16.76,98.40,0.13,6.96,2.215,3.230,0.0386,0.969,27.132,0.234,1.036,16.582,0.966,2.898,57.960,5.808,3.330,12.805,0.674,0.57,2.25,4.82,0.505,21.715,0.299,7.475,0.56,0.200,16.400,1.228,60.172,192.795,102.806,55.801,47.005,TDL,black,9643.70,N/A,18.84,511.90,5119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11146062,Big Moose,040752,9-Aug-11,21.0,G,20.0,Yh,2.8,14.90,5.97,16.53,122.50,0.16,8.66,2.715,4.038,0.0250,0.251,7.028,0.176,0.780,12.472,0.848,2.544,50.880,5.445,4.110,1.635,0.512,0.24,1.79,3.83,0.520,22.360,0.308,7.7,0.63,0.202,16.564,1.227,60.123,191.049,68.699,33.486,35.213,TDL,black,9643.70,N/A,18.84,511.90,5119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11246022,Big Moose,040752,9-Jul-12,21.0,G,17.0,Yh,3.30,15.8,5.94,18.08,67.90,0.087,4.803,1.428,3.345,0.0497,0.421,11.788,0.305,1.351,21.614,0.922,2.766,55.320,5.539,3.420,1.477,0.542,0.54,1.99,4.26,0.557,23.951,0.232,5.800,0.486,0.228,18.696,1.879,92.071,334.16,60.227,32.056,28.17,TDL,black,9643.70,N/A,18.84,511.90,5119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11246062,Big Moose,040752,7-Aug-12,18.0,G,17.0,Yh,5.90,16.90,6.08,21.97,132.50,0.170,9.372,2.268,3.344,0.0494,0.384,10.752,0.201,0.890,14.244,0.855,2.565,51.300,3.042,4.830,1.449,0.782,0.97,2.04,4.37,0.548,23.564,0.249,6.225,0.757,0.240,19.680,1.618,79.282,392.2,61.20,30.059,31.14,TDL,black,9643.70,N/A,18.84,511.90,5119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9446822,Brooktrout,040874,13-Jul-94,20.0,I,5.0,Ye,7.20,20.00,5.13,-2.40,25.00,0.03,1.77,,1.03,,0.38,10.64,0.18,0.79,12.68,1.54,4.62,92.40,4.80,1.50,0.50,0.22,0.38,1.88,4.02,0.41,17.63,0.22,5.50,0.05,0.26,21.57,1.38,67.55,165.00,160.00,0.00,160.00,TDL,black,176.9,2419539,6.20,28.7,287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9446893,Brooktrout,040874,26-Jul-94,23.0,I,5.0,Ye,7.70,18.00,5.20,-1.10,70.00,0.09,4.95,0.41,1.51,,0.37,10.36,0.17,0.75,12.05,1.53,4.59,91.80,1.30,1.60,1.10,0.27,0.21,1.58,3.38,0.37,15.91,0.21,5.25,0.05,0.26,21.65,1.33,64.94,145.00,130.00,15.00,115.00,TDL,black,176.9,2419539,6.20,28.7,287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9446926,Brooktrout,040874,22-Aug-94,24.3,I,7.0,Ye,9.90,19.00,5.08,-4.70,25.00,0.03,1.77,0.39,1.18,,0.38,10.64,0.16,0.73,11.62,1.49,4.47,89.40,0.50,1.00,0.50,0.24,0.16,1.54,3.30,0.41,17.63,0.21,5.25,0.05,0.27,22.30,1.22,59.67,141.00,79.00,0.00,79.00,TDL,black,176.9,2419539,6.20,28.7,287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9546803,Brooktrout,040874,12-Jun-95,19.5,I,4.0,Ye,7.40,18.00,5.12,-16.90,30.00,0.04,2.12,0.42,1.30,,0.47,13.22,0.23,1.01,16.23,1.53,4.60,91.92,3.60,3.80,2.80,0.52,0.41,1.83,3.92,0.48,20.64,0.25,6.25,0.05,0.29,23.78,1.11,54.17,170.00,77.00,26.00,51.00,TDL,black,176.9,2419539,6.20,28.7,287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9546903,Brooktrout,040874,14-Aug-95,24.5,I,9.0,Ye,11.40,17.20,5.19,1.80,43.00,0.06,3.04,0.71,0.96,,0.15,4.20,0.25,1.11,17.72,1.55,4.64,92.70,0.50,0.50,0.50,0.31,0.36,0.05,0.11,0.55,23.65,0.24,6.00,0.05,0.31,25.42,0.97,47.38,86.00,44.00,37.00,7.00,TDL,black,176.9,2419539,6.20,28.7,287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9546942,Brooktrout,040874,5-Sep-95,20.0,I,10.0,Ye,11.70,17.00,5.33,4.50,30.00,0.04,2.12,0.45,0.85,,0.41,11.42,0.14,0.64,10.20,1.08,3.24,64.80,0.50,1.02,0.50,0.20,0.71,0.12,0.26,0.51,21.93,0.22,5.50,0.05,0.30,24.60,1.18,58.06,60.00,51.00,12.00,39.00,TDL,black,176.9,2419539,6.20,28.7,287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9646721,Brooktrout,040874,27-Jun-96,21.9,I,10.0,Ye,,15.40,5.17,-5.70,5.00,0.01,0.35,0.25,2.46,,0.36,10.11,0.16,0.73,11.62,1.60,4.80,96.00,1.33,1.57,0.50,0.31,3.07,1.67,3.57,0.43,18.49,0.18,4.50,0.05,0.26,21.32,1.07,52.62,219.00,160.00,20.00,140.00,TDL,black,176.9,2419539,6.20,28.7,287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9646776,Brooktrout,040874,17-Jul-96,21.5,I,4.0,Ye,6.20,14.80,5.19,-16.56,5.00,0.01,0.35,0.55,3.45,,0.36,10.08,0.14,0.62,9.99,1.65,4.95,99.00,2.31,1.34,0.50,0.15,0.92,0.90,1.93,0.43,18.49,0.18,4.50,0.05,0.26,21.32,1.06,51.93,191.00,140.00,0.00,140.00,TDL,black,176.9,2419539,6.20,28.7,287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9646846,Brooktrout,040874,13-Aug-96,20.2,I,5.0,Ye,6.10,15.20,5.15,0.88,5.00,0.01,0.35,0.49,3.03,,0.32,8.90,0.13,0.55,8.86,1.59,4.77,95.40,1.00,1.83,0.50,0.33,1.62,0.05,0.11,0.44,18.92,0.17,4.25,0.05,0.28,22.96,1.02,49.75,153.00,95.00,17.00,78.00,TDL,black,176.9,2419539,6.20,28.7,287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9746809,Brooktrout,040874,7-Jul-97,21.5,I,4.0,Ye,4.00,13.90,6.07,-10.50,5.00,0.01,0.35,0.25,3.70,0.13,0.47,13.16,0.10,0.44,7.09,1.40,4.20,84.00,3.00,2.01,0.50,0.21,2.19,1.44,3.08,0.45,19.35,0.28,7.00,0.13,0.19,15.58,1.65,81.09,127.00,63.00,19.00,44.00,TDL,black,176.9,2419539,6.20,28.7,287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9746882,Brooktrout,040874,11-Aug-97,23.5,I,4.0,Ye,4.50,14.20,5.75,2.00,5.00,0.01,0.35,0.25,4.20,0.06,0.20,5.60,0.07,0.31,4.96,1.40,4.20,84.00,4.70,1.70,1.60,0.26,2.80,1.50,3.20,0.52,22.36,0.33,8.25,0.05,0.37,30.09,1.30,63.75,76.00,13.00,0.00,13.00,TDL,black,176.9,2419539,6.20,28.7,287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9846622,Brooktrout,040874,7-Jul-98,23.0,I,3.0,Ye,3.90,14.90,5.61,-0.47,2.50,0.00,0.18,0.34,3.32,0.03,,,0.10,0.43,6.80,1.22,3.65,73.08,4.29,2.79,3.05,0.19,12.26,1.44,3.08,0.56,24.21,0.16,3.88,0.05,0.29,23.62,1.26,61.58,,47.92,12.93,34.99,TDL,black,176.9,2419539,6.20,28.7,287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9846694,Brooktrout,040874,12-Aug-98,24.5,I,5.0,Ye,6.10,15.84,5.91,-2.37,5.91,0.01,0.42,0.25,2.94,0.07,0.55,15.40,0.01,0.04,0.71,1.61,4.83,96.60,2.10,1.74,1.70,0.24,2.99,1.36,2.91,0.49,20.86,0.16,3.90,0.05,0.32,25.91,1.72,84.30,,35.60,0.00,35.60,TDL,black,176.9,2419539,6.20,28.7,287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9946123,Brooktrout,040874,6-Jul-99,21.0,I,4.0,Ye,6.20,13.70,5.67,-0.06,6.50,0.01,0.46,0.25,1.16,0.01,0.27,7.56,0.08,0.35,5.67,1.26,3.78,75.60,1.83,0.50,3.66,0.21,1.48,1.21,2.59,0.45,19.35,0.21,5.30,0.06,0.31,25.09,1.12,55.08,76.25,20.95,0.00,20.95,TDL,black,176.9,2419539,6.20,28.7,287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9946194,Brooktrout,040874,16-Aug-99,24.0,I,6.0,Ye,6.00,13.10,5.81,-4.96,6.04,0.01,0.43,3.22,1.09,0.04,0.15,4.20,0.02,0.09,1.42,1.40,4.20,84.00,8.63,0.50,1.59,0.17,2.93,0.93,2.00,0.47,20.21,0.23,5.70,0.05,0.31,25.42,1.07,52.23,62.33,0.48,0.00,0.48,TDL,black,176.9,2419539,6.20,28.7,287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10046522,Brooktrout,040874,11-Jul-00,24.5,I,4.0,Ye,2.60,12.80,5.56,1.41,2.50,0.00,0.18,0.50,2.65,0.03,0.40,11.06,0.01,0.02,0.35,1.18,3.55,70.92,4.68,3.13,0.50,0.23,10.72,1.35,2.88,0.41,17.46,0.21,5.18,0.05,0.27,21.98,1.17,57.09,85.94,42.28,5.20,37.09,TDL,black,176.9,2419539,6.20,28.7,287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10046594,Brooktrout,040874,14-Aug-00,24.0,I,4.0,Ye,2.30,12.30,5.45,0.08,2.50,0.00,0.18,0.50,2.93,0.04,0.22,6.02,0.01,0.02,0.35,1.26,3.77,75.30,5.00,4.32,2.26,0.25,8.63,1.25,2.67,0.43,18.49,0.22,5.43,0.10,0.26,21.32,1.27,61.99,104.02,46.45,5.21,41.24,TDL,black,176.9,2419539,6.20,28.7,287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10146027,Brooktrout,040874,9-Jul-01,22.3,I,5.0,Ye,5.30,14.50,5.22,-1.66,2.50,0.00,0.18,0.22,2.87,0.03,0.22,6.02,0.11,0.47,7.58,1.25,3.76,75.12,3.42,1.76,1.04,0.24,2.43,1.14,2.44,0.43,18.53,0.19,4.73,0.13,0.23,18.70,1.11,54.29,139.07,67.10,5.15,61.94,TDL,black,176.9,2419539,6.20,28.7,287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10146107,Brooktrout,040874,5-Sep-01,23.8,I,6.0,Ye,4.60,11.90,5.81,7.53,10.26,0.01,0.73,0.21,2.23,0.03,0.34,9.41,0.01,0.02,0.35,1.09,3.26,65.10,3.55,3.50,1.08,0.20,6.48,0.96,2.05,0.44,18.83,0.18,4.45,0.13,0.26,21.07,1.09,53.51,72.05,31.38,2.67,28.71,TDL,black,176.9,2419539,6.20,28.7,287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10246026,Brooktrout,040874,12-Sep-02,14.5,I,7.0,Ye,3.60,13.20,6.02,-0.73,1.60,0.00,0.11,0.50,2.50,0.05,0.76,21.14,0.01,0.04,0.71,1.29,3.87,77.46,2.74,2.70,0.50,0.23,5.77,1.16,2.48,0.50,21.29,0.20,4.93,0.13,0.28,23.21,1.23,60.42,44.85,1.47,0.00,1.47,TDL,black,176.9,2419539,6.20,28.7,287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10246110,Brooktrout,040874,19-Sep-02,20.0,I,6.0,Ye,4.50,12.90,6.09,13.84,11.43,0.01,0.63,0.50,2.46,0.04,0.29,8.12,0.01,0.04,0.71,1.28,3.85,76.92,3.74,3.67,0.50,0.23,6.08,1.27,2.72,0.50,21.63,0.19,4.63,0.13,0.29,23.94,1.17,57.33,42.66,0.96,0.00,0.96,TDL,black,176.9,2419539,6.20,28.7,287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10346024,Brooktrout,040874,8-Jul-03,20.5,I,3.0,Ye,3.00,12.60,5.82,9.22,2.50,0.00,0.18,0.26,3.29,0.03,0.33,9.24,0.02,0.07,1.06,1.24,3.72,74.46,4.48,4.62,2.11,0.16,9.26,1.23,2.63,0.51,21.97,0.22,5.38,0.13,0.27,21.73,1.26,61.50,132.06,15.46,0.00,15.46,TDL,black,176.9,2419539,6.20,28.7,287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10346110,Brooktrout,040874,5-Aug-03,21.5,I,4.0,Ye,3.00,13.00,5.85,6.23,2.50,0.00,0.18,,3.12,0.04,0.27,7.48,0.01,0.06,0.89,1.30,3.91,78.12,4.52,3.45,1.03,0.21,10.60,1.26,2.70,0.46,19.91,0.23,5.63,0.13,0.27,21.89,1.19,58.36,98.49,17.91,0.00,17.91,TDL,black,176.9,2419539,6.20,28.7,287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10446024,Brooktrout,040874,12-Jul-04,21.0,I,4.0,Ye,5.00,13.10,5.58,6.00,30.46,0.04,2.15,0.36,1.29,0.03,0.22,6.05,0.14,0.63,10.13,1.25,3.76,75.18,2.24,1.18,1.50,0.32,0.60,1.28,2.74,0.53,22.96,0.25,6.18,0.13,0.28,23.29,1.03,50.57,153.99,38.02,0.00,38.02,TDL,black,176.9,2419539,6.20,28.7,287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
